diagram_id,unit_filename,local_order,alt_text_en,provenance
chapter8-unit-110-d002,chapter8-unit-110.tex,2,Category diagram: {[n]} ↠ {[k]} (t); {[m]} → {[n]} (f); {[m]} ↠ {[l]} (u); {[l]} ↪ {[k]} (v).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:719; source/en/chapter8-unit-110.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-110-d003,chapter8-unit-110.tex,3,Commutative diagram: {[n]} ↠ {[k]} (t); {[n-1]} → {[n]} (\mathrm{d}^i); {[n-1]} ↠ {[k]} (t\mathrm{d}^i); {[k]} → {[k]} (\identity).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:720; source/en/chapter8-unit-110.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-110-d004,chapter8-unit-110.tex,4,Category diagram: \Gamma: \cate{Ch}_{\geq 0}(\mathcal{A}) → \cate{s}\mathcal{A} : \mathrm{N} .; \cate{s}\mathcal{A} : \mathrm{N} . → \Gamma: \cate{Ch}_{\geq 0}(\mathcal{A}).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:721; source/en/chapter8-unit-110.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-110-d005,chapter8-unit-110.tex,5,"Category diagram: A_k → (\mathrm{N}X)_k (\phi_k); A_k → A_l (\Phi_{u, t}); (\mathrm{N}X)_k ↪ X_k; (\mathrm{N}X)_k → (\mathrm{N}X)_l (v^*|_{(\mathrm{N}X)_k}); X_k → X_n (t^*); X_k → X_l (v^*); X_n → X_m. (f^*); A_l → (\mathrm{N}X)_l (\phi_l); and 2 other arrows.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:722; source/en/chapter8-unit-110.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-110-diagram-006,chapter8-unit-110.tex,6,"Dold-Kan equivalence between nonnegative chain complexes of abelian groups and simplicial abelian groups, with Gamma forward and the normalization functor N backward.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:723; source/en/chapter8-unit-110.tex:diagram 6; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-111-diagram-001,chapter8-unit-111.tex,1,"Dold-Kan equivalence for an abelian category A: Gamma maps nonnegative chain complexes in A to simplicial objects in A, and normalization N maps back.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:724; source/en/chapter8-unit-111.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-111-d001,chapter8-unit-111.tex,2,Category diagram: \cate{Ch}_{\geq 0}(\mathcal{A}) → \cate{Ch}_{\geq 0}(\tilde{\mathcal{A}}^\wedge) (\tilde{h}_{\mathcal{A}}); \cate{Ch}_{\geq 0}(\mathcal{A}) → \cate{s}\mathcal{A} (\Gamma); \cate{s}\mathcal{A} → \cate{s}\tilde{\mathcal{A}}^\wedge. (\tilde{h}_{\mathcal{A}}); \cate{Ch}_{\geq 0}(\tild…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:725; source/en/chapter8-unit-111.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-111-d002,chapter8-unit-111.tex,3,"Commutative diagram with objects direct sum_0 less than or equal to i < n X_n-1, X_n, X_j. Arrows: direct sum_0 less than or equal to i < n X_n-1 maps to X_n, labeled Psi_n; X_j includes into direct sum_0 less than or equal to i < n X_n-1, labeled summand direct; X_j maps to X_n, labeled s_j.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:726; source/en/chapter8-unit-111.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-111-d003,chapter8-unit-111.tex,4,"Commutative diagram with objects (Gamma A)_n, (Gamma A)_n-1, A_n, A_n-1, (NGamma A)_n, (NGamma A)_n-1. Arrows: (Gamma A)_n maps to (Gamma A)_n-1, labeled sum_i (-1)^i d^Gamma A_i; (Gamma A)_n maps to A_n, labeled projection; (Gamma A)_n-1 maps to A_n-1, labeled projection; A_n maps to A_n-1, labeled boundary^A_n; A_n maps to (NGamma A)_n, labeled eta; A_n-1 maps to (NGamma A)_n-1, labeled eta; (NGamma A)_n maps to (NGamma A)_n-1, labeled boundary^NGamma A_n.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:727; source/en/chapter8-unit-111.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-112-diagram-001,chapter8-unit-112.tex,1,Free-forgetful adjunction between simplicial sets and simplicial abelian groups: Z(-) is the free abelian-group functor and the reverse arrow is the forgetful functor.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:728; source/en/chapter8-unit-112.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-113-d001,chapter8-unit-113.tex,1,Category diagram: F : \mathcal{C} → \mathcal{D}: G; \mathcal{D}: G → F : \mathcal{C}.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:729; source/en/chapter8-unit-113.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-113-d002,chapter8-unit-113.tex,2,"Extension-forgetful adjunction along A to B: tensoring with B over A maps A-modules to B-modules, and the opposing arrow forgets the B-module structure back to an A-module.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:730; source/en/chapter8-unit-113.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-113-d003,chapter8-unit-113.tex,3,"Commutative diagram with objects Free^T: C, C^T: U^T. Arrows: Free^T: C maps to C^T: U^T, labeled free; C^T: U^T maps to Free^T: C, labeled forgetful.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:731; source/en/chapter8-unit-113.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-113-d004,chapter8-unit-113.tex,4,"Visible part of the augmented bar diagram for a T-algebra (M,a): T^3(M) has the three face maps mu_T(M), T mu_M, and T^2(a) to T^2(M); T^2(M) has face maps mu_M and T(a) to T(M); and T(M) maps to M by a.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:732; source/en/chapter8-unit-113.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-114-d001,chapter8-unit-114.tex,1,Category diagram: F : \mathcal{C} → \mathcal{D}: G; \mathcal{D}: G → F : \mathcal{C}.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:733; source/en/chapter8-unit-114.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-114-d002,chapter8-unit-114.tex,2,Category diagram: T^{n+1} G → T^{n+2}G (k_n = \eta T^{n+1}G); T^{n+1} G → T^n G (d_{i-1} = \varphi); T^{n+2}G → T^{n+1} G (d_i = T\varphi); T^n G → T^{n+1} G (k_{n-1} = \eta T^n G).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:734; source/en/chapter8-unit-114.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-114-d003,chapter8-unit-114.tex,3,Category diagram: F : \mathcal{A} → \mathcal{B}: G; \mathcal{B}: G → F : \mathcal{A}.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:735; source/en/chapter8-unit-114.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-114-diagram-004,chapter8-unit-114.tex,4,"Paired functors F:A to B and G:B to A, shown by opposing arrows.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:736; source/en/chapter8-unit-114.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-114-d004,chapter8-unit-114.tex,5,Scalar-extension adjunction from k-modules to R-modules: R tensor (-) is the forward functor and restriction of scalars is the forgetful functor in the reverse direction.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:737; source/en/chapter8-unit-114.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-115-d001,chapter8-unit-115.tex,1,"Category diagram: (\tot X)_n → (\tot X)_{n-1} (\partial_n); X_{p,q} ↪ (\tot X)_n; X_{p,q} → X_{p-1, q} \oplus X_{p, q-1} . ((\phori_{p, q}, \; (-1)^p \pvert_{p, q})); X_{p-1, q} \oplus X_{p, q-1} . ↪ (\tot X)_{n-1}.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:738; source/en/chapter8-unit-115.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-116-d001,chapter8-unit-116.tex,1,Commutative diagram: \mathrm{C}A \otimes \mathrm{C}B → \mathrm{C}(A \otimes B) (\overline{\mathrm{EZ}}); \mathrm{C}A \otimes \mathrm{C}B ↠ \mathrm{N}A \otimes \mathrm{N}B; \mathrm{C}(A \otimes B) → \mathrm{C}A \otimes \mathrm{C}B (\overline{\mathrm{AW}}); \mathrm{C}(A \otimes B) ↠ \mathrm{N}(A \otime…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:739; source/en/chapter8-unit-116.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-116-diagram-002,chapter8-unit-116.tex,2,"Commutative diagram with objects Tot (C^2(X)), C(d(X)). Arrows: Tot (C^2(X)) maps to C(d(X)), labeled bar EZ; C(d(X)) maps to Tot (C^2(X)), labeled bar AW.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:740; source/en/chapter8-unit-116.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-116-d002,chapter8-unit-116.tex,3,"Exact-sequence diagram with objects 0, Tot(C^2(Gamma A')), Tot(C^2(Gamma A)), Tot(C^2(Gamma A'')), C(dGamma A'), C(dGamma A), C(dGamma A''). Arrows: 0 maps to Tot(C^2(Gamma A')); Tot(C^2(Gamma A')) maps to C(dGamma A'), labeled bar EZ; Tot(C^2(Gamma A')) maps to Tot(C^2(Gamma A)); Tot(C^2(Gamma A)) maps to C(dGamma A); Tot(C^2(Gamma A)) maps to Tot(C^2(Gamma A'')); Tot(C^2(Gamma A'')) maps to C(dGamma A''); Tot(C^2(Gamma A'')) maps to 0; 0 maps to C(dGamma A'); C(dGamma A') maps to Tot(C^2(Gamma A')), labeled bar AW; C(dGamma A') maps to C(dGamma A); C(dGamma A) maps to Tot(C^2(Gamma A)); C(dGamma A) maps to C(dGamma A''); C(dGamma A'') maps to Tot(C^2(Gamma A'')); C(dGamma A'') maps to 0.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:741; source/en/chapter8-unit-116.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-116-d003,chapter8-unit-116.tex,4,"Commutative diagram with objects N(ZDelta^p) tensor N(ZDelta^q), N(Z(Delta^p times Delta^q)). Arrows: N(ZDelta^p) tensor N(ZDelta^q) maps to N(Z(Delta^p times Delta^q)), labeled EZ; N(Z(Delta^p times Delta^q)) maps to N(ZDelta^p) tensor N(ZDelta^q), labeled AW.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:742; source/en/chapter8-unit-116.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-116-d004,chapter8-unit-116.tex,5,Commutative diagram: \Z \otimes \Z → \mathrm{N}(\Z\Delta^p) \otimes \mathrm{N}(\Z\Delta^q) (\mathrm{N}i \otimes \mathrm{N}i); \Z \otimes \Z → \Z (\sim); \Z → \mathrm{N}(\Z(\Delta^p \times \Delta^q)) (\mathrm{N}i); \Z → \Z \otimes \Z (\sim); \Z \otimes \Z → \mathrm{N}(\Z\Delta^p) \otimes \mathrm{N}(\Z…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:743; source/en/chapter8-unit-116.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-116-d005,chapter8-unit-116.tex,6,"Commutative diagram with objects CA tensor CB, C(A tensor B), NA tensor NB, N(A tensor B). Arrows: CA tensor CB maps to C(A tensor B), labeled bar EZ; C(A tensor B) maps to CA tensor CB, labeled bar AW; NA tensor NB maps to N(A tensor B), labeled EZ; N(A tensor B) maps to NA tensor NB, labeled AW.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:744; source/en/chapter8-unit-116.tex:diagram 6; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-116-d006,chapter8-unit-116.tex,7,"Commutative diagram with objects unit object in degree zero, N(const(unit object)), C(const(unit object)). Arrows: unit object in degree zero maps to N(const(unit object)), labeled isomorphism; N(const(unit object)) maps to C(const(unit object)), labeled inclusion; C(const(unit object)) maps to N(const(unit object)), labeled quotient by the degenerate part.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:745; source/en/chapter8-unit-116.tex:diagram 7; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-116-d007,chapter8-unit-116.tex,8,"Category diagram: (\mathrm{C}A)_p \otimes (\mathrm{C}B)_q → \mathrm{C}(A \otimes B)_{p+q} (\overline{\mathrm{EZ}}_{p, q}); (\mathrm{C}A)_p \otimes (\mathrm{C}B)_q → (\mathrm{C}B)_q \otimes (\mathrm{C}A)_p ((-1)^{pq} \mathrm{swap}); \mathrm{C}(A \otimes B)_{p+q} → \mathrm{C}(B \otimes A)_{q+p}. (\ma…",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:746; source/en/chapter8-unit-116.tex:diagram 8; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-117-d001,chapter8-unit-117.tex,1,"Category diagram: \Hom_{\cate{sSet}}\bigl(X,\iHom(Y,Z)\bigr) → \Hom_{\cate{sSet}}(X\times Y,Z). (1:1).",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:747; source/en/chapter8-unit-117.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-117-d002,chapter8-unit-117.tex,2,"Commutative diagram: \Hom_{\cate{sSet}}\bigl(X,\iHom_{\cate{sSet}}(Y,Z)\bigr) → \Hom_{\cate{sSet}}(X\times Y,Z) (1:1); \Hom_{\cate{sAb}}\bigl(X,\iHom_{\cate{sAb}}(Y,Z)\bigr) → \Hom_{\cate{sAb}}(X\otimes Y,Z) (1:1); \Hom_{\cate{sAb}}(X\otimes Y,Z) ↪ \Hom_{\cate{sSet}}(X\times Y,Z).",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:748; source/en/chapter8-unit-117.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-117-d003,chapter8-unit-117.tex,3,"Category diagram: \mathrm{N}\iHom_{\cate{sAb}}(X,Y) → \Hom^\bullet(\mathrm{N}X,\mathrm{N}Y).; \Hom^\bullet(\mathrm{N}X,\mathrm{N}Y). → \mathrm{N}\iHom_{\cate{sAb}}(X,Y).",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:749; source/en/chapter8-unit-117.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-118-d001,chapter8-unit-118.tex,1,Topological mapping cylinder \Cyl_{\mathrm{top}}(F): the end \mathcal{X}×{1} of a cylinder is attached to \mathcal{Y} by F.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:750; source/en/chapter8-unit-118.tex:diagram 1; tikzpicture; mapped_indonesian_structure_witness
chapter8-unit-118-d002,chapter8-unit-118.tex,2,"Topological mapping cone \Cone_{\mathrm{top}}(F): after attachment to \mathcal{Y}, the remaining end \mathcal{X}×{0} is collapsed to an apex.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:751; source/en/chapter8-unit-118.tex:diagram 2; tikzpicture; mapped_indonesian_structure_witness
chapter8-unit-118-d003,chapter8-unit-118.tex,3,Category diagram: {|\cdot|}: \cate{sSet} → \cate{Top}: \mathrm{Sing}; \cate{Top}: \mathrm{Sing} → {|\cdot|}: \cate{sSet}.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:752; source/en/chapter8-unit-118.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-118-d004,chapter8-unit-118.tex,4,Category diagram: node 1-1 → \{\mathrm{pt}\} \times X_{n-2} (\identity \times d_{i-1}); |[alias=C]| X_n → |[alias=B]| X_{n-1} (d_i).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:753; source/en/chapter8-unit-118.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-118-d005,chapter8-unit-118.tex,5,Category diagram: node 1-1 → |[alias=B]| X_{n-1} (\mathrm{pr}_2); |[alias=C]| X_n → |[alias=B]| X_{n-1} (d_0).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:754; source/en/chapter8-unit-118.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-118-d006,chapter8-unit-118.tex,6,Category diagram with a square marked \Box: \mathcal{X} → \mathcal{Y} (F); \mathcal{X} → \Cone_{\mathrm{top}}(\mathcal{X}) (\text{dasar}); \Cone_{\mathrm{top}}(\mathcal{X}) → \Cone_{\mathrm{top}}(F); \mathcal{Y} → \Cone_{\mathrm{top}}(F); one square is marked \Box.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:755; source/en/chapter8-unit-118.tex:diagram 6; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-118-d007,chapter8-unit-118.tex,7,"Commutative diagram with objects X, X^lhd, Y, Cone_s(f). Arrows: X maps to Y, labeled f; X maps to X^lhd, labeled canonical; X^lhd maps to Cone_s(f); Y maps to Cone_s(f); Cone_s(f) maps to X, labeled boxplus.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:756; source/en/chapter8-unit-118.tex:diagram 7; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-118-d008,chapter8-unit-118.tex,8,Category diagram with a square marked \Box: \mathrm{N}X → \mathrm{N}Y (\mathrm{N}f); \mathrm{N}X → \mathrm{N}X^{\lhd}; \mathrm{N}X^{\lhd} → \mathrm{N}\Cone_{\mathrm{s}}(f); \mathrm{N}Y → \mathrm{N}\Cone_{\mathrm{s}}(f); one square is marked \Box.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:757; source/en/chapter8-unit-118.tex:diagram 8; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-118-d009,chapter8-unit-118.tex,9,First object in the cofiber-sequence picture: the space \mathcal{X}.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:758; source/en/chapter8-unit-118.tex:diagram 9; tikzpicture; mapped_indonesian_structure_witness
chapter8-unit-118-d010,chapter8-unit-118.tex,10,"Second object in the cofiber-sequence picture: \mathcal{Y}, reached from \mathcal{X} by F.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:759; source/en/chapter8-unit-118.tex:diagram 10; tikzpicture; mapped_indonesian_structure_witness
chapter8-unit-118-d011,chapter8-unit-118.tex,11,"Third object in the cofiber-sequence picture: \Cone_{\mathrm{top}}(F), containing \mathcal{Y} by the indicated inclusion.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:760; source/en/chapter8-unit-118.tex:diagram 11; tikzpicture; mapped_indonesian_structure_witness
chapter8-unit-118-d012,chapter8-unit-118.tex,12,"Fourth object in the cofiber-sequence picture: the suspension S\mathcal{X}, obtained by collapsing the \mathcal{Y} base of \Cone_{\mathrm{top}}(F).",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:761; source/en/chapter8-unit-118.tex:diagram 12; tikzpicture; mapped_indonesian_structure_witness
chapter8-unit-119-d001,chapter8-unit-119.tex,1,"Commutative diagram with objects Delta^n-2, Delta^n-1, disjoint union_0 less than or equal to i' < j' less than or equal to n Delta^n-2, disjoint union_i' = 0^n Delta^n-1, boundary Delta^n. Arrows: Delta^n-2 maps to disjoint union_0 less than or equal to i' < j' less than or equal to n Delta^n-2, labeled iota_i < j; Delta^n-2 maps to Delta^n-1, labeled d^j-1; Delta^n-1 maps to disjoint union_i' = 0^n Delta^n-1, labeled iota_i; Delta^n-1 maps to boundary Delta^n, labeled d^i; disjoint union_0 less than or equal to i' < j' less than or equal to n Delta^n-2 maps to disjoint union_i' = 0^n Delta^n-1; disjoint union_i' = 0^n Delta^n-1 maps to boundary Delta^n; Delta^n-2 maps to Delta^n-1, labeled d^i; Delta^n-1 maps to disjoint union_i' = 0^n Delta^n-1, labeled iota_j; Delta^n-1 maps to boundary Delta^n, labeled d^j.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:762; source/en/chapter8-unit-119.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-119-d002,chapter8-unit-119.tex,2,Coequalizer presentation of the simplicial horn Lambda^n_k. Two face maps run from the disjoint union of Delta^(n-2) over pairs i'<j' excluding k to the disjoint union of Delta^(n-1) over indices excluding k; their coequalizer maps to Lambda^n_k. The upper and lower triangles commute by the coface maps d^i and d^j.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:763; source/en/chapter8-unit-119.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-119-d003,chapter8-unit-119.tex,3,Category diagram: \mathrm{F}: \cate{Set} → \cated{Set}\Gamma : U; \cated{Set}\Gamma : U → \mathrm{F}: \cate{Set}.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:764; source/en/chapter8-unit-119.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-120-d001,chapter8-unit-120.tex,1,Category diagram: L\mathcal{M} → L^2 \mathcal{M} (Lf); L\mathcal{M} → \mathcal{M} (\epsilon_{\mathcal{M}}); L^2 \mathcal{M} → L\mathcal{M} (\epsilon_{L\mathcal{M}}); \mathcal{M} → L\mathcal{M} (f).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:765; source/en/chapter8-unit-120.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-120-diagram-002,chapter8-unit-120.tex,2,"Paired functors F:C to D and G:D to C, shown by opposing arrows.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:766; source/en/chapter8-unit-120.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-120-d002,chapter8-unit-120.tex,3,"Adjoint triple for a ring map S to R. Extension of scalars R tensor_S (-) is left adjoint to restriction from R-modules to S-modules, and restriction is left adjoint to Hom_S(R,-).",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:767; source/en/chapter8-unit-120.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-120-diagram-004,chapter8-unit-120.tex,4,"Paired functors F:C to D and G:D to C, shown by opposing arrows.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:768; source/en/chapter8-unit-120.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter8-unit-120-d003,chapter8-unit-120.tex,5,"Extension-restriction adjunction for a ring map S to R: tensoring with R over S maps S-modules to R-modules, and restriction of scalars maps back.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:769; source/en/chapter8-unit-120.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
chapter9-unit-121-d001,chapter9-unit-121.tex,1,"Commutative diagram with objects FL tensor FR, unit object_D, FR tensor FL, F(L tensor R), F(unit object_C), F(R tensor L). Arrows: FL tensor FR maps to unit object_D; unit object_D maps to FR tensor FL; F(L tensor R) maps to F(unit object_C), labeled Fev; F(L tensor R) maps to FL tensor FR, labeled isomorphism; F(unit object_C) maps to unit object_D, labeled isomorphism; F(unit object_C) maps to F(R tensor L), labeled Fcoev; F(R tensor L) maps to FR tensor FL, labeled isomorphism.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:770; source/en/chapter9-unit-121.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter9-unit-121-d002,chapter9-unit-121.tex,2,Commutative diagram: X_1^* → X_2^* (\alpha); X_1^* → X_2^* \otimes X \otimes X_1^* (\mathrm{coev}_2 \otimes \identity); X_2^* \otimes X \otimes X_1^* → X_2^* \otimes X \otimes X_2^* (\identity \otimes \alpha); X_2^* \otimes X \otimes X_1^* → X_2^* (\identity \otimes \mathrm{ev}_1); X_2^* → X_2^* \oti…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:771; source/en/chapter9-unit-121.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter9-unit-121-d003,chapter9-unit-121.tex,3,Commutative diagram: X \otimes X_1^* → X \otimes X_1^* (\identity); X \otimes X_1^* → X \otimes X_2^* \otimes X \otimes X_1^* (\identity \otimes \mathrm{coev}_2 \otimes…); X \otimes X_2^* \otimes X \otimes X_1^* → X \otimes X_1^* (\mathrm{ev}_2 \otimes \identity); X \otimes X_2^* \otimes X \otimes X_…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:772; source/en/chapter9-unit-121.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter9-unit-121-d004,chapter9-unit-121.tex,4,Commutative diagram: \munit → X_1^* \otimes X (\mathrm{coev}_1); \munit → X_2^* \otimes X (\mathrm{coev}_2); X_1^* \otimes X → X_2^* \otimes X \otimes X_1^* \otimes X (\mathrm{coev}_2 \otimes \identity); X_2^* \otimes X → X_2^* \otimes X \otimes X_1^* \otimes X (\identity \otimes \mathrm{coev}_1); X_…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:773; source/en/chapter9-unit-121.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter9-unit-121-d005,chapter9-unit-121.tex,5,Category diagram: X_1^* → X_2^* \otimes X \otimes X_1^* (\mathrm{coev}_2 \otimes \identity); X_1^* → X_1^* \otimes X \otimes X_1^* (\mathrm{coev}_1 \otimes \identity); X_1^* \otimes X \otimes X_1^* → X_1^* \otimes X \otimes X_2^* \otimes X \otimes X_1^* (\identity \otimes \identity \otimes \mathr…)…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:774; source/en/chapter9-unit-121.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
chapter9-unit-121-diagram-006,chapter9-unit-121.tex,6,Small right-angle path icon: an arrow descends vertically to a corner and then continues horizontally to the right.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:775; source/en/chapter9-unit-121.tex:diagram 6; tikzpicture; mapped_indonesian_structure_witness
chapter9-unit-121-diagram-007,chapter9-unit-121.tex,7,"Small bent path icon: an arrow runs right, bends diagonally downward, and then continues vertically downward.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:776; source/en/chapter9-unit-121.tex:diagram 7; tikzpicture; mapped_indonesian_structure_witness
chapter9-unit-121-d006,chapter9-unit-121.tex,8,"Basic string-diagram conventions: vertical strands represent \identity_X and labeled arrows represent f:X→Y, g:Y→Z, and their vertical composite gf.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:777; source/en/chapter9-unit-121.tex:diagram 8; tikzpicture; mapped_indonesian_structure_witness
chapter9-unit-121-d007,chapter9-unit-121.tex,9,Tensor-product string diagram for f\otimes g: the strands X→Y labeled f and Y→Z labeled g are placed side by side.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:778; source/en/chapter9-unit-121.tex:diagram 9; tikzpicture; mapped_indonesian_structure_witness
chapter9-unit-121-d008,chapter9-unit-121.tex,10,Cup and cap string diagrams for right duality: evaluation \mathrm{ev}:X\otimes X^*→\munit and coevaluation \mathrm{coev}:\munit→X^*\otimes X.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:779; source/en/chapter9-unit-121.tex:diagram 10; tikzpicture; mapped_indonesian_structure_witness
chapter9-unit-121-d009,chapter9-unit-121.tex,11,Left-dual Zorro composite: a coevaluation cup and evaluation cap on the left of the X strand straighten to \identity_X.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:780; source/en/chapter9-unit-121.tex:diagram 11; tikzpicture; mapped_indonesian_structure_witness
chapter9-unit-121-d010,chapter9-unit-121.tex,12,Straight X strand representing the identity morphism \identity_X in the middle of the Zorro identity.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:781; source/en/chapter9-unit-121.tex:diagram 12; tikzpicture; mapped_indonesian_structure_witness
